id,day,hours
FIP0000000499NHKUY,Fr,6.0
FIP0000000525NHKUY,Mo,6.5
FIP0000000525NHKUY,Tu,6.5
FIP0000000525NHKUY,We,6.5
FIP0000000525NHKUY,Th,6.5
FIP0000000525NHKUY,Fr,6.5
FIP0000000551NHKUY,Mo,3.5
FIP0000000551NHKUY,Tu,3.5
FIP0000000551NHKUY,Th,3.5
FIP0000000577NHKUY,Tu,1.0
FIP0000000603NHKUY,Mo,4.0
FIP0000000603NHKUY,Tu,8.0
FIP0000000603NHKUY,We,8.0
FIP0000000603NHKUY,Th,8.0
FIP0000000603NHKUY,Fr,4.0
FIP0000000629NHKUY,Mo,2.0
FIP0000000629NHKUY,Tu,2.0
FIP0000000629NHKUY,We,2.0
FIP0000000629NHKUY,Th,2.0
FIP0000000629NHKUY,Fr,2.0
FIP0000000655NHKUY,Mo,2.0
FIP0000000681NHKUY,Mo,4.0
FIP0000000681NHKUY,Tu,8.0
FIP0000000681NHKUY,We,8.0
FIP0000000681NHKUY,Th,8.0
FIP0000000681NHKUY,Fr,4.0
FIP0000000707NHKUY,Mo,1.5
FIP0000000707NHKUY,Tu,1.5
FIP0000000707NHKUY,We,1.5
FIP0000000707NHKUY,Th,1.5
FIP0000000707NHKUY,Fr,1.5
FIP0000000733NHKUY,Mo,3.5
FIP0000000733NHKUY,Tu,3.5
FIP0000000733NHKUY,We,3.5
FIP0000000733NHKUY,Th,3.5
FIP0000000733NHKUY,Fr,3.5
FIP0000000759NHKUY,Mo,1.0
FIP0000000759NHKUY,Tu,3.5
FIP0000000759NHKUY,Th,3.0
FIP0000000759NHKUY,Fr,3.5
FIP0000000785NHKUY,Mo,3.0
FIP0000000785NHKUY,Tu,3.0
FIP0000000785NHKUY,We,3.0
FIP0000000785NHKUY,Th,3.0
FIP0000000785NHKUY,Fr,3.0
FIP0000000863NHKUY,Mo,5.0
FIP0000000863NHKUY,We,4.0
FIP0000000863NHKUY,Fr,4.0
FIP0000000889NHKUY,Mo,5.5
FIP0000000889NHKUY,Tu,5.5
FIP0000000889NHKUY,We,5.5
FIP0000000889NHKUY,Th,5.5
FIP0000000889NHKUY,Fr,5.5
GJQ0000000396OILVZ,Mo,8.0
GJQ0000000396OILVZ,Tu,8.0
GJQ0000000396OILVZ,We,8.0
GJQ0000000396OILVZ,Th,8.0
GJQ0000000396OILVZ,Fr,8.0
GJQ0000000448OILVZ,Mo,7.0
GJQ0000000448OILVZ,Tu,7.0
GJQ0000000448OILVZ,We,7.0
GJQ0000000448OILVZ,Th,7.0
GJQ0000000448OILVZ,Fr,7.0
GJQ0000000474OILVZ,We,1.0
GJQ0000000500OILVZ,Mo,6.0
GJQ0000000500OILVZ,Tu,6.0
GJQ0000000500OILVZ,Th,6.0
GJQ0000000500OILVZ,Fr,6.0
GJQ0000000526OILVZ,Mo,6.5
GJQ0000000526OILVZ,Tu,6.5
GJQ0000000526OILVZ,We,6.5
GJQ0000000526OILVZ,Th,6.5
GJQ0000000526OILVZ,Fr,6.5
GJQ0000000578OILVZ,Mo,6.5
GJQ0000000578OILVZ,Tu,6.5
GJQ0000000578OILVZ,We,6.5
GJQ0000000578OILVZ,Th,6.5
GJQ0000000578OILVZ,Fr,6.5
GJQ0000000604OILVZ,Mo,3.0
GJQ0000000604OILVZ,Tu,3.5
GJQ0000000604OILVZ,Th,3.5
GJQ0000000630OILVZ,Mo,3.0
GJQ0000000630OILVZ,Tu,1.5
GJQ0000000630OILVZ,We,3.0
GJQ0000000630OILVZ,Th,3.0
GJQ0000000630OILVZ,Fr,2.0
GJQ0000000656OILVZ,Mo,7.0
GJQ0000000656OILVZ,Tu,7.0
GJQ0000000656OILVZ,We,7.0
GJQ0000000656OILVZ,Th,7.0
GJQ0000000656OILVZ,Fr,7.0
GJQ0000000682OILVZ,Fr,0.5
GJQ0000000708OILVZ,Mo,2.0
GJQ0000000708OILVZ,Tu,2.0
GJQ0000000708OILVZ,We,2.0
GJQ0000000708OILVZ,Th,2.0
GJQ0000000708OILVZ,Fr,2.0
GJQ0000000734OILVZ,Mo,1.0
GJQ0000000734OILVZ,Tu,0.5
GJQ0000000734OILVZ,Th,1.0
GJQ0000000734OILVZ,Fr,1.0
GJQ0000000760OILVZ,Mo,2.5
GJQ0000000760OILVZ,Tu,4.0
GJQ0000000760OILVZ,Th,2.0
GJQ0000000786OILVZ,Mo,7.0
GJQ0000000786OILVZ,Tu,7.0
GJQ0000000786OILVZ,We,7.0
GJQ0000000786OILVZ,Th,7.0
GJQ0000000786OILVZ,Fr,7.0
GJQ0000000838OILVZ,Tu,0.5
GJQ0000000838OILVZ,Th,0.5
GJQ0000000890OILVZ,Mo,2.5
GJQ0000000890OILVZ,Tu,2.5
GJQ0000000890OILVZ,We,2.5
GJQ0000000890OILVZ,Th,2.5
GJQ0000000890OILVZ,Fr,2.5
HKR0000000371PJMWA,Tu,2.0
HKR0000000371PJMWA,We,2.0
HKR0000000371PJMWA,Th,2.0
HKR0000000397PJMWA,Mo,8.0
HKR0000000397PJMWA,Tu,8.0
HKR0000000397PJMWA,We,8.0
HKR0000000397PJMWA,Th,8.0
HKR0000000397PJMWA,Fr,8.0
HKR0000000449PJMWA,Mo,7.0
HKR0000000449PJMWA,Tu,7.0
HKR0000000449PJMWA,We,7.0
HKR0000000449PJMWA,Th,7.0
HKR0000000449PJMWA,Fr,7.0
HKR0000000475PJMWA,We,1.0
HKR0000000501PJMWA,Mo,6.0
HKR0000000501PJMWA,Tu,6.0
HKR0000000501PJMWA,We,6.0
HKR0000000501PJMWA,Th,6.0
HKR0000000501PJMWA,Fr,6.0
HKR0000000527PJMWA,Mo,6.0
HKR0000000527PJMWA,Tu,6.0
HKR0000000527PJMWA,We,6.0
HKR0000000527PJMWA,Th,6.0
HKR0000000553PJMWA,We,4.0
HKR0000000553PJMWA,Fr,4.0
HKR0000000579PJMWA,Mo,6.0
HKR0000000579PJMWA,Tu,6.0
HKR0000000579PJMWA,We,6.0
HKR0000000579PJMWA,Th,6.0
HKR0000000579PJMWA,Fr,6.0
HKR0000000605PJMWA,Mo,3.0
HKR0000000605PJMWA,Tu,3.0
HKR0000000605PJMWA,We,3.0
HKR0000000605PJMWA,Th,3.0
HKR0000000631PJMWA,Mo,7.0
HKR0000000631PJMWA,Tu,7.0
HKR0000000631PJMWA,We,7.0
HKR0000000631PJMWA,Th,7.0
HKR0000000631PJMWA,Fr,7.0
HKR0000000657PJMWA,Mo,3.5
HKR0000000657PJMWA,Tu,0.5
HKR0000000657PJMWA,Fr,3.0
HKR0000000683PJMWA,Th,1.5
HKR0000000709PJMWA,Mo,3.5
HKR0000000709PJMWA,Tu,3.5
HKR0000000709PJMWA,We,3.5
HKR0000000709PJMWA,Th,3.5
HKR0000000709PJMWA,Fr,3.5
HKR0000000735PJMWA,Mo,3.5
HKR0000000735PJMWA,Tu,3.5
HKR0000000735PJMWA,We,3.0
HKR0000000735PJMWA,Th,3.0
HKR0000000735PJMWA,Fr,3.0
HKR0000000761PJMWA,Mo,2.0
HKR0000000761PJMWA,Tu,3.0
HKR0000000787PJMWA,Mo,0.5
HKR0000000787PJMWA,Tu,0.5
HKR0000000787PJMWA,We,0.5
HKR0000000839PJMWA,Mo,3.5
HKR0000000839PJMWA,Tu,3.5
HKR0000000839PJMWA,We,3.5
HKR0000000839PJMWA,Th,3.5
HKR0000000839PJMWA,Fr,3.5
HKR0000000865PJMWA,Mo,4.0
HKR0000000865PJMWA,Tu,8.0
HKR0000000865PJMWA,We,8.0
HKR0000000865PJMWA,Th,8.0
HKR0000000865PJMWA,Fr,4.0
HKR0000000891PJMWA,Mo,5.5
HKR0000000891PJMWA,Tu,5.5
HKR0000000891PJMWA,We,5.5
HKR0000000891PJMWA,Th,5.5
HKR0000000891PJMWA,Fr,5.5
ILS0000000372QKNXB,Mo,4.0
ILS0000000372QKNXB,Tu,8.0
ILS0000000372QKNXB,We,8.0
ILS0000000372QKNXB,Th,4.0
ILS0000000372QKNXB,Fr,4.0
ILS0000000398QKNXB,Mo,8.0
ILS0000000398QKNXB,Tu,8.0
ILS0000000398QKNXB,We,8.0
ILS0000000398QKNXB,Th,8.0
ILS0000000398QKNXB,Fr,8.0
ILS0000000424QKNXB,Tu,3.5
ILS0000000424QKNXB,Th,3.5
ILS0000000450QKNXB,Mo,7.0
ILS0000000450QKNXB,Tu,7.0
ILS0000000450QKNXB,We,7.0
ILS0000000450QKNXB,Th,7.0
ILS0000000450QKNXB,Fr,7.0
ILS0000000476QKNXB,Mo,4.0
ILS0000000476QKNXB,We,4.0
ILS0000000502QKNXB,Mo,6.5
ILS0000000502QKNXB,Tu,6.5
ILS0000000502QKNXB,We,6.5
ILS0000000502QKNXB,Th,6.5
ILS0000000502QKNXB,Fr,6.5
ILS0000000528QKNXB,Mo,8.0
ILS0000000528QKNXB,Tu,8.0
ILS0000000528QKNXB,We,8.0
ILS0000000528QKNXB,Th,8.0
ILS0000000528QKNXB,Fr,8.0
ILS0000000554QKNXB,Th,2.5
ILS0000000580QKNXB,Mo,8.0
ILS0000000580QKNXB,Tu,8.0
ILS0000000580QKNXB,We,8.0
ILS0000000580QKNXB,Th,8.0
ILS0000000580QKNXB,Fr,8.0
ILS0000000606QKNXB,Mo,3.5
ILS0000000606QKNXB,Tu,3.5
ILS0000000606QKNXB,We,3.5
ILS0000000606QKNXB,Th,3.5
ILS0000000606QKNXB,Fr,3.5
ILS0000000632QKNXB,Th,0.5
ILS0000000658QKNXB,Mo,4.5
ILS0000000658QKNXB,Fr,4.5
ILS0000000684QKNXB,Th,1.5
ILS0000000684QKNXB,Fr,0.5
ILS0000000710QKNXB,Tu,2.5
ILS0000000710QKNXB,Th,2.5
ILS0000000736QKNXB,Mo,2.0
ILS0000000762QKNXB,We,3.5
ILS0000000762QKNXB,Fr,3.5
ILS0000000788QKNXB,Mo,2.0
ILS0000000788QKNXB,We,2.0
ILS0000000788QKNXB,Fr,2.5
ILS0000000840QKNXB,Mo,7.0
ILS0000000840QKNXB,Tu,7.0
ILS0000000840QKNXB,We,7.0
ILS0000000840QKNXB,Th,7.0
ILS0000000840QKNXB,Fr,7.0
ILS0000000866QKNXB,Mo,3.5
ILS0000000866QKNXB,Tu,3.5
ILS0000000866QKNXB,We,3.5
ILS0000000866QKNXB,Th,3.5
ILS0000000866QKNXB,Fr,3.5
ILS0000000892QKNXB,Mo,7.0
ILS0000000892QKNXB,Th,7.0
JMT0000000373RLOYC,Mo,8.0
JMT0000000373RLOYC,Tu,8.0
JMT0000000373RLOYC,We,8.0
JMT0000000373RLOYC,Th,8.0
JMT0000000399RLOYC,Mo,8.0
JMT0000000399RLOYC,Tu,8.0
JMT0000000399RLOYC,We,8.0
JMT0000000399RLOYC,Th,8.0
JMT0000000399RLOYC,Fr,8.0
JMT0000000425RLOYC,Fr,2.5
JMT0000000451RLOYC,Mo,7.0
JMT0000000451RLOYC,Tu,7.0
JMT0000000451RLOYC,We,7.0
JMT0000000451RLOYC,Th,7.0
JMT0000000451RLOYC,Fr,7.0
JMT0000000503RLOYC,Mo,6.5
JMT0000000503RLOYC,Tu,6.5
JMT0000000503RLOYC,We,6.5
JMT0000000503RLOYC,Th,6.5
JMT0000000503RLOYC,Fr,6.5
JMT0000000529RLOYC,Mo,8.0
JMT0000000529RLOYC,Tu,8.0
JMT0000000529RLOYC,We,8.0
JMT0000000529RLOYC,Th,8.0
JMT0000000529RLOYC,Fr,8.0
JMT0000000555RLOYC,Tu,3.0
JMT0000000581RLOYC,Mo,3.5
JMT0000000581RLOYC,Tu,3.5
JMT0000000581RLOYC,We,3.5
JMT0000000581RLOYC,Th,3.5
JMT0000000581RLOYC,Fr,3.5
JMT0000000607RLOYC,Mo,8.0
JMT0000000607RLOYC,Tu,8.0
JMT0000000607RLOYC,We,8.0
JMT0000000607RLOYC,Th,8.0
JMT0000000607RLOYC,Fr,8.0
JMT0000000633RLOYC,Mo,4.0
JMT0000000633RLOYC,We,1.5
JMT0000000659RLOYC,Tu,3.5
JMT0000000659RLOYC,We,3.5
JMT0000000659RLOYC,Th,3.5
JMT0000000685RLOYC,Mo,5.5
JMT0000000685RLOYC,Tu,5.5
JMT0000000685RLOYC,We,5.5
JMT0000000685RLOYC,Th,5.5
JMT0000000685RLOYC,Fr,5.5
JMT0000000711RLOYC,Tu,2.5
JMT0000000711RLOYC,Th,2.5
JMT0000000737RLOYC,Mo,1.0
JMT0000000763RLOYC,Mo,4.0
JMT0000000763RLOYC,Tu,8.0
JMT0000000763RLOYC,We,8.0
JMT0000000763RLOYC,Th,8.0
JMT0000000763RLOYC,Fr,4.0
JMT0000000789RLOYC,Mo,6.5
JMT0000000789RLOYC,Tu,6.5
JMT0000000789RLOYC,We,6.5
JMT0000000789RLOYC,Th,6.5
JMT0000000789RLOYC,Fr,6.5
JMT0000000841RLOYC,Mo,7.0
JMT0000000841RLOYC,Tu,7.0
JMT0000000841RLOYC,We,7.0
JMT0000000841RLOYC,Th,7.0
JMT0000000841RLOYC,Fr,7.0
JMT0000000867RLOYC,Tu,1.0
JMT0000000893RLOYC,Mo,3.5
JMT0000000893RLOYC,Tu,2.0
JMT0000000893RLOYC,We,3.5
JMT0000000893RLOYC,Th,2.0
KNU0000000374SMPZD,Mo,8.0
KNU0000000374SMPZD,Tu,8.0
KNU0000000374SMPZD,We,8.0
KNU0000000374SMPZD,Th,8.0
KNU0000000400SMPZD,Mo,8.0
KNU0000000400SMPZD,Tu,8.0
KNU0000000400SMPZD,We,8.0
KNU0000000400SMPZD,Th,8.0
KNU0000000400SMPZD,Fr,8.0
KNU0000000452SMPZD,Mo,7.0
KNU0000000452SMPZD,Tu,7.0
KNU0000000452SMPZD,We,7.0
KNU0000000452SMPZD,Th,7.0
KNU0000000452SMPZD,Fr,7.0
KNU0000000478SMPZD,Mo,5.5
KNU0000000478SMPZD,Th,5.5
KNU0000000504SMPZD,Tu,5.5
KNU0000000530SMPZD,Mo,0.5
KNU0000000530SMPZD,Tu,0.5
KNU0000000530SMPZD,We,0.5
KNU0000000556SMPZD,We,3.0
KNU0000000556SMPZD,Fr,3.0
KNU0000000582SMPZD,We,2.0
KNU0000000582SMPZD,Th,2.0
KNU0000000608SMPZD,Mo,8.0
KNU0000000608SMPZD,Tu,5.0
KNU0000000608SMPZD,We,5.0
KNU0000000608SMPZD,Th,8.0
